"lfc.LB"	"lfc.high_pCA"	"lfc.low_pCA"	"lfc.glucose"	"lfc.acetate"
"PP_1275"	0	0	0	-0.031011	-0.013246
"PP_1412"	0	0	-0.01151	-0.023934	-0.0077796
"dut"	0	0.0072522	-0.0082514	-0.031828	0
"phoB"	0	0	-0.0079868	-0.03502	0
"PP_4721"	0	0	-0.0089654	-0.03768	0
"PP_3519"	0	0	-0.018802	-0.025665	0
"PP_3365"	0	-0.0037993	-0.018677	-0.032007	0
"sstT"	0	0	-0.025686	-0.033078	0
"kauB"	0	0	-0.024521	-0.037563	0
"allE"	0	0	0	-0.021741	-0.023253
"metP"	0	0	0	-0.02687	-0.024179
"PP_3767"	0	0	0	-0.023808	-0.027969
"PP_2663"	0	0	0	-0.02263	-0.040355
"pvdD"	0	-0.011398	-0.00060633	-0.023854	-0.034557
"PP_4101"	0	-0.026966	0	-0.036791	-0.031093
"PP_4606"	0	-0.022631	-0.010349	-0.036141	-0.031122
"PP_1123"	0	0	-0.014428	0	0
"PP_5560"	0	0	-0.014942	0	0
"pabC"	0	0	-0.015438	0	0
"PP_2707"	0	0	-0.01556	0	0
"PP_3929"	0	0	-0.016512	0	0
"PP_4271"	0	0	-0.016554	0	0
"PP_1725"	0	0	-0.018213	0	0
"PP_1451"	0	0	-0.019551	0	0
"PP_1661"	0	0	-0.019656	0	0
"PP_2689"	0	0	-0.02022	0	0
"PP_1747"	0	0	-0.020668	0	0
"PP_2126"	0	0	-0.01744	0	-0.0060577
"PP_2444"	0	0	-0.021528	0	0
"PP_0741"	0	0	-0.022518	0	0
"PP_5521"	0	0	-0.022591	0	0
"PP_0830"	0	0	-0.022914	0	0
"glllA"	0	0	-0.023526	0	0
"mpl"	0	0	-0.02394	0	0
"PP_0704"	0	0	-0.024194	0	0
"yhjE"	0	0	-0.025094	0	0
"yjjV"	0	0	-0.025853	0	0
"PP_3850"	0	0	-0.02622	0	0
"PP_3143"	0	0	-0.011712	-0.013345	-0.011798
"PP_0406"	0	0	-0.016177	-0.013824	-0.017411
"PP_5605"	0	0	-0.028372	0	0
"PP_0702"	0	0	-0.028984	0	0
"PP_1658"	0	0	-0.029184	0	0
"PP_2664"	0	0	-0.030108	0	0
"PP_0563"	0	0	-0.032673	0	0
"PP_2691"	0	0	-0.03437	0	0
"PP_4046"	0	0	-0.034622	0	0
"paaI"	0	0	-0.033337	0	-0.0037527
"bioD"	0	0	-0.036287	0	0
"PP_4765"	0	0	-0.037662	0	0
"PP_2392"	0	0	-0.040229	0	0
"rlmKL"	0	0	-0.04158	0	0
"desA"	0	0	-0.036108	0	-0.010981
"pdhR"	0	-0.011022	-0.033622	0	0
"pqqF"	0	-0.014142	-0.031329	0	0
"PP_0242"	0	0	-0.03169	-0.013269	0
"PP_2540"	0	0	-0.030458	-0.015113	0
"exbB"	0	0	-0.038804	-0.017845	0
"PP_2991"	0	-0.017122	-0.039582	-0.016602	0
"PP_5562"	0	0	-0.064847	-0.018992	0
"PP_0997"	0	0	-0.056349	-0.03009	0
"nicE"	0	0	-0.05444	-0.036333	0
"PP_5530"	0	0	-0.027434	0	-0.023936
"zwfB"	0	0	-0.03029	0	-0.029663
"hrpB"	0	0	-0.032922	0	-0.034006
"PP_3834"	0	0	-0.021369	-0.012992	-0.028173
"PP_2955"	0	0	-0.021089	0	-0.03869
"rsmE"	-0.0089529	0	-0.022856	0	-0.041081
"emrB"	0	0	-0.038631	0	-0.038471
"bglX"	0	-0.0038047	-0.037398	0	-0.044834
"yifB"	0	0	-0.047681	0	-0.022725
"alx"	0	0	-0.048461	0	-0.028707
"glmU"	0	0	-0.053315	-0.0044603	-0.018377
"PP_3103"	0	0	-0.058983	0	-0.038785
"treY"	0	0	-0.058601	0	-0.0409
"kdgD"	0	-0.023861	-0.063963	0	-0.040089
"rluC"	0	-0.022904	-0.052093	0	-0.052987
"PP_4227"	0	-0.047112	-0.048073	0	-0.051746
"trmF"	0	0	-0.036728	0	-0.056049
"PP_2346"	0	-0.0033684	-0.043076	0	-0.064743
"xcpX"	0	-0.0019895	-0.049278	0	-0.05763
"PP_1503"	0	0	-0.055119	0	-0.060576
"cobG"	0	0	-0.066406	0	-0.063636
"endA"	0	0	-0.051484	0	-0.077106
"PP_2254"	0	0.016931	-0.038077	0	-0.088614
"PP_2059"	0	0	-0.047383	0.021008	-0.091279
"PP_2693"	-0.034063	0	0	0	-0.050994
"hasE"	-0.070057	0	0	0.0091601	-0.04934
"PP_2262"	-0.044695	0	-0.04968	-0.02469	-0.068252
"PP_3771"	-0.04124	-0.047485	0.065833	0	0
"PP_3030"	-0.066337	-0.07533	0	0	0
"PP_1537"	-0.07957	-0.067114	0	0	0
"flgJ"	-0.085135	-0.10675	0	0.022878	0
"PP_4643"	-0.072688	0	0	0.040879	0
"PP_1067"	-0.11523	0	0	0.036875	0
"ecd"	-0.058205	0	0	0	0
"PP_2157"	-0.060156	0	0	0	0
"PP_4557"	-0.060516	0	0	0	0
"PP_0285"	-0.061182	0	0	0	0
"yqhD"	-0.062498	0	0	0	0
"PP_4881"	-0.064069	0	0	0	0
"PP_2211"	-0.063369	-0.0047327	0	0	-0.0022009
"yceI"	-0.07239	-4.3738e-05	0	0	0
"PP_5157"	-0.074556	0	0	0	0
"PP_2171"	-0.079838	0	0	0	0
"PP_2493"	-0.08072	0	0	0	0
"dgcB"	-0.078299	0	0	-0.0032402	0
"PP_2575"	-0.081949	0	0	0	0
"PP_1935"	-0.083136	0	0	0	0
"guaD"	-0.084374	0	0	0	0
"ilvA-I"	-0.063891	-0.022935	0	0	-0.020555
"PP_5522"	-0.088087	0	0	0	0
"PP_3546"	-0.088956	0	0	0	0
"PP_2986"	-0.091443	0	0	0	0
"PP_2949"	-0.091574	0	0	0	0
"PP_3013"	-0.095843	0	0	0	0
"estB"	-0.098293	0	0	0	0
"PP_1729"	-0.10118	0	0	0	0
"sad-I"	-0.098181	-0.010931	0	0	0
"PP_3037"	-0.098231	-0.011439	0	0	0
"aruR"	-0.091181	0	0	-0.029601	0
"phaC-II"	-0.10475	0	0	-0.020258	0
"PP_3160"	-0.1036	-0.029083	0	0	0
"PP_2257"	-0.092311	-0.043807	0	0	0
"PP_1879"	-0.112	0	0	0	0
"PP_0023"	-0.11601	0	0	0	0
"PP_5569"	-0.13021	0	0	0	0
"PP_1686"	-0.12422	-0.0097827	0	0	0
"dctD-II"	-0.13915	0	0	0	0
"PP_2720"	-0.14148	0	0	0	0
"PP_5376"	-0.14221	0	0	0	0
"PP_2796"	-0.12621	0	0	-0.049476	-0.03702
"caiX"	-0.022246	-0.017872	-0.064233	0.14915	0
"PP_5156"	-0.02528	-0.041683	-0.06198	0.13261	0
"PP_3200"	-0.051604	-0.056052	-0.031192	0.14824	0
"yhhJ"	-0.048906	0	-0.065863	0.1154	0
"PP_0205"	-0.078633	-0.001351	-0.050579	0.1292	-0.014971
"PP_2601"	-0.042656	-0.048645	-0.089461	0.13477	0
"PP_3198"	-0.061524	-0.039007	-0.092966	0.1199	-0.029565
"PP_0175"	-0.094113	-0.098803	-0.092331	0.15604	0
"PP_0203"	0	0	-0.071103	0.10819	0
"dapC"	0	-0.0093053	-0.076329	0.093882	-0.016605
"PP_1756"	0	-0.0071125	-0.09655	0.11643	0
"PP_4398"	0	0	-0.080439	0.06298	0
"PP_2756"	0	-0.010372	-0.093345	0.084151	0
"PP_2414"	0	0	-0.085925	0.05383	-0.025416
"fepA"	0	0	-0.10298	0.043368	0
"PP_0749"	0	-0.012813	-0.10818	0.085929	-0.06441
"earP"	0	-0.061388	-0.044394	0.04847	-0.025031
"PP_2889"	0	-0.080624	-0.081093	0.073282	-0.049497
"PP_2031"	0	-0.13595	-0.083118	0.09947	0
"oprB-II"	0	0	-0.094619	0	0
"PP_2290"	0	0	-0.095166	0	0
"PP_3527"	0	0	-0.09532	0	0
"PP_2441"	0	0	-0.095405	-0.0079802	0
"peaC"	0	0	-0.11518	0	0
"PP_2597"	0	-0.0095364	-0.1083	0	0
"PP_4637"	0	0	-0.089226	-0.023687	-0.0013289
"PP_4168"	0	0	-0.1262	0.021204	0
"glcF"	0	0	-0.12569	-0.0071378	0
"PP_3928"	0	0	-0.13651	0	0
"PP_1176"	0	0	-0.1424	0	0
"PP_4524"	0	-0.020034	-0.11454	0	-0.013793
"PP_2306"	0	-0.015946	-0.12833	0	0
"PP_0334"	0	-0.022486	-0.13276	0	0
"PP_2669"	0	0	-0.10763	0	-0.039448
"PP_5135"	0	0	-0.11696	0	-0.053569
"ispD"	0	0	-0.12466	0	-0.034796
"PP_2130"	0	0	-0.13675	-0.0033225	-0.030186
"PP_0411"	0	0	-0.13801	0	-0.049244
"PP_0943"	0	0	-0.15574	0	0
"PP_2264"	-0.019265	0	-0.17418	0	0
"PP_1120"	0	0	-0.061325	0.0088323	0.012157
"PP_4171"	0	0	-0.063922	0.010862	0
"PP_3210"	0	0	-0.046709	0	0
"PP_3195"	0	0	-0.049426	0	0
"PP_1374"	0	0	-0.050147	0	0
"PP_mr27"	0	0	-0.050982	0	0
"PP_0551"	0	-0.0051832	-0.045554	0	0
"PP_3209"	0	0	-0.053061	0	0
"PP_4812"	0	0	-0.053868	0	0
"algJ"	0	0	-0.054383	0	0
"PP_2172"	0	0	-0.055351	0	0
"kefB-I"	0	0	-0.055435	0	0
"yhdF"	0	-0.0078244	-0.053651	0	0
"glpE"	0	0	-0.077557	0.030304	0
"xcpW"	0	0	-0.069264	0.022222	0
"PP_2885"	0	0	-0.075185	0.022621	0
"fumC-I"	0	0	-0.066756	0	0
"PP_1368"	0	0	-0.06969	0	0
"paoB"	0	0	-0.072052	0	0
"PP_4631"	0	0	-0.070737	0	-0.0049985
"gabP-IV"	0	0	-0.069542	0	-0.0063794
"PP_4510"	0	0	-0.075372	0	0
"PP_2058"	0	0	-0.075977	0	0
"PP_2201"	0	0	-0.077608	0	0
"PP_3221"	0	0	-0.078786	0	0
"PP_2961"	0	0	-0.077036	0	-0.0075467
"ruvC"	0	0	-0.081872	0	0
"PP_2934"	0	0	-0.082542	0	0
"PP_3901"	0	0	-0.083192	0	0
"PP_0598"	0	0	-0.084108	0	0
"PP_3881"	0	-0.038643	-0.057123	0	0
"tnpT-I"	0	-0.032707	-0.064071	0	0
"aroP-I"	-0.0088167	-0.033545	-0.066168	0	0
"oprH"	0	-0.041147	-0.071966	0	0
"czcR-III"	0	-0.0526	-0.075791	0	-0.0026443
"pyk"	0	-0.033707	-0.077513	-0.024205	0
"PP_3808"	0	-0.043185	-0.070785	-0.023658	0
"exaE"	0	-0.029873	-0.089715	0	-0.01512
"galP-II"	0	-0.037381	-0.093729	0	0
"PP_3517"	0	-0.036831	-0.097873	0	0
"PP_5393"	0	-0.04007	-0.10624	0	0
"PP_2023"	-0.049139	-0.028447	-0.068903	0	0
"mrp"	-0.03043	-0.050587	-0.089971	-0.028724	0
"PP_5164"	-0.082048	-0.070199	-0.079773	0.015465	0
"PP_1080"	-0.080049	-0.016343	-0.12252	0	0
"PP_2930"	0.033121	-0.072842	-0.11433	0	0
"PP_2119"	0	-0.051536	-0.11897	0	0
"folEA-I"	0	-0.068449	-0.14773	0	-0.00083327
"PP_1418"	0	-0.056447	-0.11718	0.033746	-0.060152
"glnG"	0	-0.055749	-0.10467	0	-0.067533
"PP_0668"	0	-0.098537	-0.10574	0.011869	-0.039528
"PP_mr52"	-0.22539	0	0	0	0
"PP_5237"	-0.16975	0	-0.080555	0	0
"PP_4503"	0.093457	0	0	0.064513	-0.10436
"PP_4564"	0.082163	-0.018152	-0.018201	0.013586	-0.12777
"cobB"	0.079695	0	-0.038767	0.0017059	-0.16848
"PP_2646"	0	0	0	0.051104	-0.10696
"PP_4505"	0	-0.017128	0	0.060555	-0.11852
"PP_5658"	0.0029294	0	0	0.02771	-0.11271
"folK"	0	0	0	0.029741	-0.14033
"trmJ"	0	0	-0.049929	0.043972	-0.12681
"PP_5469"	0	-0.018	-0.046908	0.083245	-0.15819
"pde"	0	-0.043094	0	0.07125	-0.13714
"arcD-II"	0	-0.046285	0	0.10062	-0.17035
"PP_0524"	0	0.038195	0	0	-0.098065
"PP_3153"	0	0.020421	0	0	-0.093413
"PP_2668"	0	0.04657	0	-0.005932	-0.14582
"spuG"	0	0	0	0	-0.12132
"PP_1410"	0	0	0	0	-0.12289
"pvdT"	0	0	0	-0.0027819	-0.12091
"PP_3608"	0	0	0	0	-0.12456
"PP_4302"	0	0	0	0	-0.12573
"gspG"	0	0	0	-0.012732	-0.12691
"mccB"	0	0	0	0	-0.13225
"queC"	0	0	0	0	-0.1365
"PP_3858"	0	0	0	0	-0.13755
"PP_4054"	0	-0.014076	0	0	-0.13084
"metF"	0	0	0	0	-0.14794
"PP_0384"	0	0	0	0.0056025	-0.16125
"ompR"	0	0	0	0	-0.16333
"lpdV"	0	0	-0.018005	0	-0.15973
"PP_5229"	0	0	-0.035465	0	-0.10581
"PP_1095"	0	0	-0.048837	0	-0.107
"aldB-I"	0	0	-0.036374	0	-0.11957
"gspE"	0	-0.0091497	-0.04381	-0.021295	-0.10956
"PP_1060"	0	0	-0.042344	-0.026882	-0.13853
"PP_2841"	0	0	-0.049987	-0.035781	-0.12595
"PP_1825"	0.014003	0	0	-0.019316	-0.11534
"PP_3560"	0	0	0	-0.039622	-0.097699
"PP_2535"	0	0	0	-0.043895	-0.10992
"PP_2191"	0	0	0	-0.034242	-0.14348
"PP_3288"	0	-0.0019843	0	-0.047128	-0.13157
"galU"	0	-0.011406	0	-0.044487	-0.13912
"PP_1980"	0	0.016582	0	-0.053608	-0.15452
"PP_5439"	0	0	0	0.012286	-0.078997
"PP_4761"	0	0	0	0	-0.075152
"PP_1478"	0	0	0	0	-0.076171
"PP_0031"	0	0	0	0	-0.076275
"PP_3474"	0	0	0	0	-0.076397
"PP_5297"	0	0	0	0	-0.078507
"PP_1928"	0	0	0	0	-0.078929
"PP_2020"	0	0	0	0	-0.07991
"PP_3612"	0	0	0	0	-0.083133
"PP_4614"	0	0	0	0	-0.08495
"PP_0368"	0	0	0	0	-0.087861
"greA"	0	0	0	0	-0.088231
"ttuD"	0	0	0	0	-0.089078
"PP_3605"	0	0	0	0	-0.066124
"modR"	0	0	0	0	-0.067697
"PP_0666"	0	0	0	0	-0.067783
"betX"	0	0	0	0	-0.070582
"gloA"	0	0	0	0	-0.071572
"had"	0	-0.0011826	0	0	-0.071455
"PP_2924"	0	0	0	-0.00046577	-0.072774
"peaE"	0	0	0	0	-0.073801
"PP_2625"	-0.012117	0	0	0	-0.071616
"PP_4609"	0	0	0	-0.010753	-0.07046
"fadE"	0	0	0	-0.012801	-0.069235
"PP_2620"	0	0	0	-0.017075	-0.075564
"PP_1143"	0	-0.026424	-0.020822	0	-0.066566
"PP_4558"	0	-0.021997	-0.021714	0	-0.086652
"PP_5670"	0	0	0	0	-0.095935
"pvdH"	0	0	0	0	-0.099471
"PP_2183"	0	0	0	0	-0.10082
"nikA"	0	-0.0002326	0	0	-0.10072
"oprC"	0	0	-0.0091216	0	-0.095027
"PP_5559"	0	0	0	0	-0.10501
"PP_2250"	0	0	0	0	-0.10559
"PP_1364"	0	0	0	0	-0.10725
"PP_1248"	0	0	0	0	-0.10901
"PP_2766"	0	0	-0.007201	0	-0.10557
"PP_2181"	0	0	0	-0.018537	-0.092477
"PP_3478"	0	-0.0018919	0	-0.022946	-0.086558
"quiA"	0	0	0	-0.01944	-0.10089
"PP_0608"	0	0	0	-0.023509	-0.10032
"PP_4760"	0	-0.020843	0	0.0095494	-0.088007
"PP_0075"	0	-0.029885	0	0	-0.08194
"queA"	0	-0.031316	0	0	-0.084105
"PP_4586"	0	-0.034175	0	0	-0.09321
"PP_1696"	0	-0.020265	0	0	-0.097314
"PP_1829"	0	-0.021029	0	0	-0.10718
"PP_3096"	0	-0.030851	0	0	-0.11074
"PP_0991"	0	-0.034614	0	0	-0.12862
"PP_3450"	0	-0.035459	0	-0.01855	-0.13729
"PP_0564"	0	-0.062605	0	0	-0.11298
"PP_2582"	0	-0.051126	-0.023049	0	-0.11969
"queD"	-0.031137	0	0	0.038991	-0.16802
"betA-II"	0	0	0	0.028237	-0.20728
"PP_3029"	0	0	0	0	-0.17855
"PP_2879"	0	0	0	0	-0.17959
"PP_3789"	0	0	0	0	-0.1889
"znuB"	0	0	-0.02222	0	-0.18472
"PP_0106"	-0.07367	0	0	0	-0.17912
"PP_2193"	0	0	-0.051516	0	-0.14897
"PP_1690"	0	-0.0085365	-0.065622	-0.0088968	-0.16053
"PP_5353"	0	0	-0.067683	-0.011988	-0.17686
"truD"	0	0	-0.046931	-0.050593	-0.17524
"PP_0313"	0	0	-0.058078	-0.031788	-0.18703
"leuD"	0	-0.045824	-0.06038	0.021397	-0.18469
"PP_5507"	0	-0.039912	-0.048877	0	-0.18831
"pip"	0	-0.039367	-0.040295	0	-0.19992
"hmgB"	0	0	0	-0.034658	-0.18153
"cobP"	0	0	0	-0.027006	-0.19209
"yegQ"	0	0	-0.02085	-0.034182	-0.16742
"PP_1489"	0	0	0	-0.073165	-0.20516
"PP_0371"	0	0	-0.022284	0	-0.21589
"rsgA"	0	0	0	0	-0.23872
"PP_4658"	0	0	-0.012978	0	-0.23775
"PP_1710"	0	-0.0060489	0	-0.037219	-0.2506
"hemH"	0	0	-0.034533	-0.022433	-0.25934
"pilI"	0.086378	0	-0.043398	-0.061259	-0.26563
"fdoG"	0	0.021145	-0.050211	-0.073361	-0.23557
"PP_5189"	0	0	-0.056894	-0.047985	-0.29728
"PP_0512"	0	0	-0.071969	-0.044764	-0.29319
"glgB"	0	-0.032472	0	0	-0.25766
"sspA"	0	-0.044819	-0.024264	0	-0.28928
"PP_3790"	0	0	0	0	-0.32595
"PP_1575"	0	0	-0.028335	0	-0.32877
"cusB"	0	-0.016092	-0.066976	0	-0.24695
"PP_0594"	0	0	-0.084441	-0.0010777	-0.29216
"ubiH"	0	-0.087088	-0.04992	-0.042443	-0.27571
"PP_5565"	0.13539	0	0	0	0
"PP_4449"	0.1294	0	0	0	0
"PP_4418"	0.12911	0	0	0	0
"PP_3048"	0.11764	0	0	0.015481	-0.00074747
"betT-III"	0.11991	0	0	0	0
"PP_2878"	0.11895	0	0	0	0
"rubA"	0.11178	0	0	0	0
"PP_5556"	0.10388	0	0	0	0
"PP_5024"	0.10315	-0.00012287	0	0	0
"PP_2769"	0.10247	0	0	-0.0039888	0
"PP_1855"	0.099611	0	0	0	0
"PP_mr57"	0.09806	0	0	0	0
"PP_5588"	0.095366	0	0	0	0
"tdcG-I"	0.094761	0	0	0	0
"rocE"	0.093009	0	0	0	0
"PP_3241"	0.090101	0	0	0	0
"PP_3331"	0.087908	0	0	-0.0051606	0
"PP_2401"	0.083201	0	0	0	0
"PP_4775"	0.082806	0	0	0	0
"PP_1944"	0.081354	0	0	0	0
"aroF-II"	0.0811	0	0	0	0
"PP_5389"	0.080174	0	0	0	0
"nfeD"	0.078678	0	0	0	0
"dppA-IV"	0.10204	0	0	0	-0.052193
"PP_5173"	0.06359	0.061077	0	0	0
"PP_0300"	0.045841	0.049597	0	0	0
"nnrD"	0.06769	0.033549	0	0	0
"PP_5644"	0.082701	0	0	-0.023253	0
"cycA"	0.058814	0	0	-0.026039	0
"PP_2314"	0.061319	0.024282	-0.03141	-0.016354	0
"PP_2309"	0.066334	0	-0.025954	0	0
"PP_5455"	0.061986	0	-0.025346	0	-0.014087
"gllC"	0.075658	0	0	0.017506	0
"PP_5148"	0.072206	0	0	0	0
"PP_2736"	0.069987	0	0	0	0
"PP_5422"	0.06816	0	0	0	0
"PP_5480"	0.065997	0	0	0	0
"PP_3685"	0.065994	0	0	0	0
"sbcC"	0.067581	0	-0.011676	-0.0025294	0
"nhaB"	0.061703	0	0	0	0
"PP_3655"	0.058867	0	0	0	0
"PP_2809"	0.058432	0	0	0	0
"nemA"	0.058418	0	0	0	0
"fpvA"	0.04532	0	0	0.024702	0
"PP_0618"	0.053695	0	0	0	0
"aotP"	0.050878	0	0	0	0
"pvdO"	0.050813	0	0	0	0
"PP_3698"	0.050798	0	0	0	0
"PP_2402"	0.049367	0	0	0	0
"PP_3315"	0.045184	0	0	0	0
"hpd"	0.045686	0	0	0	-0.0015273
"PP_0048"	0.043272	0	0	0	0
"PP_1748"	0.058906	-0.034406	0	0	0
"PP_2957"	0.040032	0	0	0	0
"ltaE"	0.039508	0	0	0	0
"PP_3909"	0.038684	0	0	0	0
"oprN"	0.03842	0	0	0	0
"paaH"	0.038335	0	0	0	0
"cc"	0.035316	0	0	0	0
"PP_4206"	0.034584	0	0	0	0
"PP_5617"	0.034121	0	0	0	0
"PP_1950"	0.031295	0	0	0	0
"PP_2786"	0.029167	0	0	0	0
"PP_0571"	0.029043	0	0	0	0
"rnhA"	0.026154	0	0	0	0
"PP_1325"	0.024667	0	0	0	0
"PP_3691"	0.024207	0	0	0	0
"PP_0317"	0.02417	0	0	0	0
"tatD"	0.021798	0	-0.011151	0	-0.018117
"PP_3592"	0.035227	0	0	-0.018342	0
"motA"	0.034711	0	0	-0.029024	0
"PP_3320"	0.10882	0	-0.056813	0	0
"PP_4387"	0.11414	0	-0.12806	0	0
"lnt"	0.067341	0	-0.088532	-0.071047	0
"PP_4310"	0.1304	-0.066711	-0.084797	-0.025721	-0.070159
"PP_3804"	0.078279	-0.079723	0	-0.011446	-0.0011304
"dppB"	0.04067	-0.10789	0	0.015072	0
"PP_1204"	0.039518	-0.10951	0	0.014551	0
"PP_3027"	0	-0.070419	0	0	0
"PP_3688"	0	-0.07273	0	0	0
"ydcT"	0	-0.073744	0	0	0
"PP_2896"	0	-0.074115	0	0	0
"PP_3383"	0	-0.075053	0	0	0
"PP_0978"	0	-0.079204	-0.0070008	0.0061162	0
"PP_3709"	0	-0.078263	0	0	0
"sohB"	0	-0.078478	0	0	0
"PP_2446"	0	-0.081302	0	0	-0.005993
"aroF-I"	0	-0.084463	0	0	0
"PP_0912"	0	-0.087297	0	0	0
"PP_1152"	0	-0.092203	0	-0.0054359	-0.013005
"PP_3831"	0	-0.10006	0	0	0
"PP_3832"	0	-0.10011	0	0	0
"ycgB"	0	-0.10178	0	0	0
"PP_5333"	0	-0.097957	-0.004635	0	0
"PP_1150"	0	-0.10461	0	0	0
"flgL"	0	-0.10687	0	0	0
"pet"	0	-0.10864	-0.010426	0	0
"PP_4199"	0	-0.086481	0	-0.031109	0
"gnl"	0	-0.10082	0	-0.016171	0
"PP_3665"	0	-0.10076	0	-0.02862	0
"cidR"	-0.027078	-0.085738	0	0	0
"PP_4517"	-0.045475	-0.083249	0	0	0
"PP_5730"	0	-0.076131	-0.022088	0	0
"phr"	0	-0.083569	-0.015686	0	0
"PP_4587"	0	-0.081206	-0.037372	0	0
"PP_2793"	0	-0.092344	-0.035283	-0.020701	0
"PP_2258"	0	-0.066741	-0.038043	-0.015978	-0.021769
"phaB"	0	-0.065084	0	-0.0051463	-0.053661
"PP_2868"	0	-0.066556	0	0	-0.06567
"PP_4319"	0	-0.082371	0	0	-0.049239
"PP_1391"	0	-0.08283	-0.0011095	-0.016628	-0.053837
"PP_1546"	0	-0.060371	0	0	-0.084272
"PP_1726"	0	-0.091507	0	0	-0.060372
"PP_0506"	0	-0.094921	0	0	-0.07287
"PP_mr04"	0	-0.11348	0	0	-0.081494
"PP_5038"	0	-0.11272	-0.0026973	0	-0.036222
"dctA-I"	0	-0.12964	-0.031489	0	-0.049251
"PP_2666"	0	-0.124	-0.08427	0	0
"PP_1230"	0	-0.12567	-0.084824	0	0
"PP_2015"	0	-0.11643	-0.10922	0	-0.0086882
"PP_2551"	0	-0.092731	-0.08283	-0.077167	0
"cfa"	0	-0.14923	-0.081599	-0.059243	0
"yegH"	0.056315	0	0	-0.059361	0
"PP_3927"	0.032799	-0.004092	0	-0.054351	0
"PP_4871"	0.040104	0	0	-0.049138	-0.033609
"rsmI"	0	0.048706	0	-0.056003	0
"PP_0620"	0	0.030466	0	-0.052358	0
"hprA"	0	0.034329	0	-0.069166	0
"pncC"	0	0.032745	0	-0.070665	0
"ycaC-I"	0	0.037962	0	-0.075747	0
"azoR2"	0	0	0	-0.0404	0
"PP_5739"	0	0	0	-0.041624	0
"urtB"	0	0	0	-0.042885	0
"polB"	0	0	0	-0.043269	0
"mobA"	0	0	0	-0.045079	0
"Nuh"	0	0	0	-0.04533	0
"yhdZ"	0	0	0	-0.045766	0
"PP_1370"	0	0	0	-0.04601	0
"PP_2555"	0	0	0	-0.04624	0
"pcm"	0	0	0	-0.046588	0
"PP_2695"	0	0	0	-0.047339	0
"PP_0556"	0	0	0	-0.047864	0
"tctD"	0	0	0	-0.04829	0
"PP_1876"	0	0	0	-0.048299	0
"PP_4566"	0	0	0	-0.048362	0
"uraA"	0	0	0	-0.033178	0
"PP_1061"	0	0	0	-0.03324	0
"PP_4750"	0	0	0	-0.03368	0
"PP_3298"	0	0	0	-0.034383	0
"maf"	0	0	0	-0.034697	0
"pqqB"	0	0	0	-0.035178	0
"PP_0859"	0	0	0	-0.035422	0
"PP_2162"	0	0	0	-0.036498	0
"PP_2541"	0	0	0	-0.036554	0
"PP_3452"	0	0	0	-0.03676	0
"PP_4103"	0	0	0	-0.03691	0
"PP_5648"	0	0	0	-0.038442	0
"PP_1633"	0	0	0	-0.03873	0
"tesA"	0	-0.0042087	0	-0.032527	0
"cyaA"	0	-0.0053911	0	-0.033224	0
"paaA"	0	-0.0052706	0	-0.035987	0
"PP_3438"	0	-0.0077408	0	-0.03737	0
"PP_2478"	0	-0.0084357	0	-0.03981	0
"sad-II"	0	0	0	-0.033334	-0.0072209
"PP_1666"	-0.0078036	0	0	-0.035438	-0.0095144
"PP_1467"	0	0	0	-0.039528	-0.0066049
"PP_5363"	0	0	0	-0.04258	-0.0082692
"hutH"	0	-0.01246	-0.011206	-0.041026	0
"def-II"	0	-0.015425	0	-0.04172	-0.010377
"pdxY"	0	0	0	-0.049162	0
"PP_5210"	0	0	0	-0.049457	0
"PP_5696"	0	0	0	-0.049657	0
"PP_3052"	0	0	0	-0.050472	0
"PP_5733"	0	0	0	-0.050615	0
"PP_4529"	0	0	0	-0.050975	0
"yedA"	0	0	0	-0.051285	0
"PP_3566"	0	0	0	-0.052339	0
"PP_1541"	0	0	0	-0.052926	0
"pgm"	0	0	0	-0.05318	0
"PP_0754"	0	0	0	-0.054404	0
"PP_3440"	0	0	0	-0.054433	0
"PP_3690"	0	0	0	-0.055973	0
"metNB"	0	0	0	-0.056455	0
"aroQ-II"	0	0	0	-0.056964	0
"PP_5256"	0	0	0	-0.05753	0
"PP_0439"	0	-0.00085683	0	-0.057495	0
"PP_0802"	0	0	0	-0.057895	0
"catR"	0	0	0	-0.058006	0
"pntB"	0	0	0	-0.058042	0
"eamA"	0	0	0	-0.058195	0
"ybgL"	0	0	-0.0043063	-0.058455	0
"puuA-II"	0	0	0	-0.055516	-0.0053616
"trpA"	0	-0.012066	0	-0.050178	0
"PP_3186"	0	-0.016724	0	-0.057781	0
"PP_2289"	0	0	0	-0.059336	0
"PP_2019"	0	0	0	-0.059389	0
"PP_0224"	0	0	0	-0.059703	0
"PP_0740"	0	0	0	-0.060114	0
"PP_0705"	0	0	0	-0.060871	0
"PP_0871"	0	0	0	-0.061091	0
"PP_5219"	0	0	0	-0.061109	0
"PP_3439"	0	0	0	-0.061553	0
"rluA"	0	0	0	-0.062005	0
"PP_5161"	0	0	0	-0.062236	0
"PP_3571"	0	0	0	-0.063866	0
"yacG"	0	-8.5387e-05	0	-0.064492	0
"ypfJ"	0	0	-0.0043161	-0.065017	0
"sodB"	0	0	-0.0053698	-0.067377	0
"PP_5634"	0	0	-0.0083403	-0.063281	0
"PP_4770"	0	0	0	-0.067637	0
"PP_4428"	0	0	0	-0.068586	0
